rang,pays,zone,localite,incidents_declares
3013,SAMOA,Upolu Island,Apia Harbour,1
3014,SAN DOMINGO,60 miles north of San Domingo in the West Indies,Muchoir Banks,1
3015,SAUDI ARABIA,Eastern Province,East of the Ras Tanura-Jubail area,1
3016,SAUDI ARABIA,Tabuk Province,Off Duba,1
3017,SCOTLAND,Argyll,"Carradale Bay, Kintyre Peninsula",1
3018,SCOTLAND,Argyllshire,Arran,1
3019,SCOTLAND,Arran,Fallen Rocks,1
3020,SCOTLAND,Easter Ross,Balintore Bay,1
3021,SCOTLAND,Edinburgh,Granton,1
3022,SCOTLAND,Fife,Deep Sea World Aquarium,1
3023,SCOTLAND,Inner Hebrides,Off the Isle of Islay,1
3024,SCOTLAND,Moray,Spey Bay,1
3025,SENEGAL,Cap Vert Peninsula,"Bel Air, Dakar",1
3026,SENEGAL,Cap Vert Peninsula,Between Joal & Sangomar near Dakar,1
3027,SENEGAL,Cap Vert Peninsula,Hann,1
3028,SENEGAL,Cap Vert Peninsula,Inconnu,1
3029,SENEGAL,Cap Vert Peninsula,Thiaroye Guedi,1
3030,SENEGAL,Cap Vert Peninsula,Yoff Island,1
3031,SENEGAL,Cap-Vert Peninsula,off Dakar,1
3032,SENEGAL,Casamance,Ziguinchor,1
3033,SENEGAL,Inconnu,Inconnu,1
3034,SENEGAL,Inconnu,"Tiaroye, near Dakar, Cap Vert Peninsula",1
3035,SENEGAL,"Near Dakar, Cap Vert Peninsula",Isle de Gorée,1
3036,SEYCHELLES,Bird Island,Inconnu,1
3037,SEYCHELLES,Inconnu,Ile Platte,1
3038,SEYCHELLES,Inconnu,Inconnu,1
3039,SEYCHELLES,Inner Islands,Off North Island,1
3040,SEYCHELLES,Praslin,Amitié Beach,1
3041,SEYCHELLES,Praslin Island,Inconnu,1
3042,SEYCHELLES,St. Anne,Inconnu,1
3043,SIERRA LEONE,Western Area,Inconnu,1
3044,SIERRA LEONE,Western Area,"Lumely Beach, Freetown",1
3045,SIERRA LEONE,Western Area,"River Sierra Leone, 35 miles  upriver from Freetown",1
3046,SINGAPORE,Inconnu,Inconnu,1
3047,SINGAPORE,Inconnu,Sea View Beach,1
3048,SINGAPORE,Inconnu,Singapore,1
3049,SINGAPORE,Inconnu,Singapore Harbor,1
3050,SINGAPORE,Singapore Harbor,Inconnu,1
3051,SLOVENIA,Adriatic Sea,Koper,1
3052,SOLOMON ISLANDS,Between Honiara & Isabel Island,Inconnu,1
3053,SOLOMON ISLANDS,Bougainville (North Solomons),Inconnu,1
3054,SOLOMON ISLANDS,Bougainville (North Solomons),Kieta,1
3055,SOLOMON ISLANDS,Central Province,Savo,1
3056,SOLOMON ISLANDS,Central Province,Savo Island,1
3057,SOLOMON ISLANDS,Guadalcanal Province,Guadalcanal,1
3058,SOLOMON ISLANDS,Guadalcanal Province,"North Coast, Guadalcanal Island",1
3059,SOLOMON ISLANDS,Guadalcanal Province,"Trench’s Beach, Guadalcanal Island",1
3060,SOLOMON ISLANDS,Inconnu,Battle of Guadalcanal,1
3061,SOLOMON ISLANDS,Inconnu,Guadalcanal,1
3062,SOLOMON ISLANDS,Inconnu,Off Guadalcanal,1
3063,SOLOMON ISLANDS,Inconnu,Off Savo Island,1
3064,SOLOMON ISLANDS,Inconnu,Owarigi Island,1
3065,SOLOMON ISLANDS,Makira-Ulawa Province,"Kirakira, Makira Island (formerly San Cristobal)",1
3066,SOLOMON ISLANDS,Makira-Ulawa Province,Makira Island (Formerly San Cristobal),1
3067,SOLOMON ISLANDS,Makira-Uluwa Province,Makira Island,1
3068,SOLOMON ISLANDS,Makora-Ulawa Province,Cape Esperance (near Savo Islands),1
3069,SOLOMON ISLANDS,Marovo Lagoon,Kicha Island,1
3070,SOLOMON ISLANDS,New Georgia,Munda,1
3071,SOLOMON ISLANDS,Santa Isabel Province,Inconnu,1
3072,SOLOMON ISLANDS,Western Province,Inconnu,1
3073,SOLOMON ISLANDS,Ysabel Island,Susukana Plantation,1
3074,SOLOMON ISLANDS / VANUATU,Inconnu,"North of Guadalcanal, Solomon Islands while enroute to Vanuatu",1
3075,SOMALIA,Banaadir Region,"Arroyo Beach, Mogadishu",1
3076,SOMALIA,Inconnu,300 miles off the coast,1
3077,SOMALIA,Inconnu,Inconnu,1
3078,SOUTH AFRICA,Easten Cape Province,Mngcibe Beach,1
3079,SOUTH AFRICA,Easten Cape Province,"Supertubes, Jeffreys Bay",1
3080,SOUTH AFRICA,Eastern Cape  Province,Port Alfred,1
3081,SOUTH AFRICA,Eastern Cape Province,2-3 km north of Sunday's River mouth,1
3082,SOUTH AFRICA,Eastern Cape Province,30 nm off Port Elizabeth,1
3083,SOUTH AFRICA,Eastern Cape Province,"Albatros Point, near Jeffrey's Bay",1
3084,SOUTH AFRICA,Eastern Cape Province,Aston Bay,1
3085,SOUTH AFRICA,Eastern Cape Province,Bashee River,1
3086,SOUTH AFRICA,Eastern Cape Province,Beachview Holiday Resort,1
3087,SOUTH AFRICA,Eastern Cape Province,"Bird Island, Algoa Bay",1
3088,SOUTH AFRICA,Eastern Cape Province,Bonza Beach,1
3089,SOUTH AFRICA,Eastern Cape Province,"Breezy Point, Ntlonyana",1
3090,SOUTH AFRICA,Eastern Cape Province,Chinta East,1
3091,SOUTH AFRICA,Eastern Cape Province,Chintsa,1
3092,SOUTH AFRICA,Eastern Cape Province,Chintsa East Beach,1
3093,SOUTH AFRICA,Eastern Cape Province,Cintsa East,1
3094,SOUTH AFRICA,Eastern Cape Province,"Cintsa East, East London",1
3095,SOUTH AFRICA,Eastern Cape Province,"Cintza Beach, East London",1
3096,SOUTH AFRICA,Eastern Cape Province,Coffee Bay,1
3097,SOUTH AFRICA,Eastern Cape Province,"Duck Pond, Sardina Bay near Port Elizabeth",1
3098,SOUTH AFRICA,Eastern Cape Province,Eerste River,1
3099,SOUTH AFRICA,Eastern Cape Province,Fuller’s Bay,1
3100,SOUTH AFRICA,Eastern Cape Province,"Gonubie, 13 km northeast of East London",1
3101,SOUTH AFRICA,Eastern Cape Province,Great Fish River,1
3102,SOUTH AFRICA,Eastern Cape Province,"Gulu Deep, East London",1
3103,SOUTH AFRICA,Eastern Cape Province,Hamburg,1
3104,SOUTH AFRICA,Eastern Cape Province,Hole-in-the Wall,1
3105,SOUTH AFRICA,Eastern Cape Province,Humewood,1
3106,SOUTH AFRICA,Eastern Cape Province,Kei River mouth,1
3107,SOUTH AFRICA,Eastern Cape Province,Kenton-on-Sea,1
3108,SOUTH AFRICA,Eastern Cape Province,Kidd's Beach,1
3109,SOUTH AFRICA,Eastern Cape Province,Kowie River,1
3110,SOUTH AFRICA,Eastern Cape Province,Mpande,1
3111,SOUTH AFRICA,Eastern Cape Province,Mpekeweni,1
3112,SOUTH AFRICA,Eastern Cape Province,Mzimvubu River,1
3113,SOUTH AFRICA,Eastern Cape Province,Mzimvubu River mouth,1
3114,SOUTH AFRICA,Eastern Cape Province,"Mzimvubu River, 9.6 km from the sea",1
3115,SOUTH AFRICA,Eastern Cape Province,Nahoon Beach,1
3116,SOUTH AFRICA,Eastern Cape Province,"Nahoon Reef, East London",1
3117,SOUTH AFRICA,Eastern Cape Province,Nelson’s Rock,1
3118,SOUTH AFRICA,Eastern Cape Province,"Noordhoek, Port Elizabeth",1
3119,SOUTH AFRICA,Eastern Cape Province,"North End Beach, Port Elizabeth",1
3120,SOUTH AFRICA,Eastern Cape Province,Ntlonyana Bay,1
3121,SOUTH AFRICA,Eastern Cape Province,Ntlonyane Bay,1
3122,SOUTH AFRICA,Eastern Cape Province,Off Port Alfred,1
3123,SOUTH AFRICA,Eastern Cape Province,Off Port Elizabeth breakwater,1
3124,SOUTH AFRICA,Eastern Cape Province,"Off bank of Ntshala River, Morgan Bay",1
3125,SOUTH AFRICA,Eastern Cape Province,"Paradise Beach, Jeffrey’s Bay",1
3126,SOUTH AFRICA,Eastern Cape Province,Port Elizabeth Oceanarium,1
3127,SOUTH AFRICA,Eastern Cape Province,Port St. Johns,1
3128,SOUTH AFRICA,Eastern Cape Province,Qolera River,1
3129,SOUTH AFRICA,Eastern Cape Province,Riet River,1
3130,SOUTH AFRICA,Eastern Cape Province,"Salt Vlei, Port Alfred",1
3131,SOUTH AFRICA,Eastern Cape Province,Sardinia Bay,1
3132,SOUTH AFRICA,Eastern Cape Province,Sardinia Bay near Port Elizabeth,1
3133,SOUTH AFRICA,Eastern Cape Province,"Seal Point, Cape St. Francis",1
3134,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St Johns",1
3135,SOUTH AFRICA,Eastern Cape Province,"St. George’s Strand, Port Elizabeth",1
3136,SOUTH AFRICA,Eastern Cape Province,"Sundays River Mouth, Port Elizabeth",1
3137,SOUTH AFRICA,Eastern Cape Province,Swartkops River mouth,1
3138,SOUTH AFRICA,Eastern Cape Province,"The Fence, King's Beach, Port Elizabeth",1
3139,SOUTH AFRICA,Eastern Cape Province,"West Beach, Port Alfred",1
3140,SOUTH AFRICA,Eastern Cape Province,Zwartkops River,1
3141,SOUTH AFRICA,Eastern Province,"Nahoon, East London",1
3142,SOUTH AFRICA,KNZ,Protea Banks,1
3143,SOUTH AFRICA,KwaZulu-Natal,50 km off St. Lucia,1
3144,SOUTH AFRICA,KwaZulu-Natal,A ford known as Brodies Coffin in St. Lucia Bay,1
3145,SOUTH AFRICA,KwaZulu-Natal,Alkantstrand,1
3146,SOUTH AFRICA,KwaZulu-Natal,Amatikulu,1
3147,SOUTH AFRICA,KwaZulu-Natal,Anstey’s,1
3148,SOUTH AFRICA,KwaZulu-Natal,Between Sodwana & Cape Vidal,1
3149,SOUTH AFRICA,KwaZulu-Natal,"Bilanhlolo River Mouth, Ramsgate",1
3150,SOUTH AFRICA,KwaZulu-Natal,"Bluff, Durban",1
3151,SOUTH AFRICA,KwaZulu-Natal,Brighton Beach,1
3152,SOUTH AFRICA,KwaZulu-Natal,"Brighton Beach, Durban",1
3153,SOUTH AFRICA,KwaZulu-Natal,"Catfish Rock, between Salt Rock & Shaka’s Rock",1
3154,SOUTH AFRICA,KwaZulu-Natal,"Chain Rocks, Amanzimtoti",1
3155,SOUTH AFRICA,KwaZulu-Natal,Clansthal,1
3156,SOUTH AFRICA,KwaZulu-Natal,"Danger Pool, Winkelspruit",1
3157,SOUTH AFRICA,KwaZulu-Natal,"Danger Pool, Winkelspruit, South Coast",1
3158,SOUTH AFRICA,KwaZulu-Natal,Durban Bay,1
3159,SOUTH AFRICA,KwaZulu-Natal,Eastmoor Crescent Beach,1
3160,SOUTH AFRICA,KwaZulu-Natal,"Fishing camp, St. Lucia Estuary",1
3161,SOUTH AFRICA,KwaZulu-Natal,Garvies Beach,1
3162,SOUTH AFRICA,KwaZulu-Natal,Glenashley,1
3163,SOUTH AFRICA,KwaZulu-Natal,"Granny’s Pool, Winkelspruit",1
3164,SOUTH AFRICA,KwaZulu-Natal,"Inyoni Rocks, Amazimtoti",1
3165,SOUTH AFRICA,KwaZulu-Natal,King Reef off Park Rynie,1
3166,SOUTH AFRICA,KwaZulu-Natal,Kokstad District,1
3167,SOUTH AFRICA,KwaZulu-Natal,Kosi Bay,1
3168,SOUTH AFRICA,KwaZulu-Natal,La Lucia,1
3169,SOUTH AFRICA,KwaZulu-Natal,Levan Point,1
3170,SOUTH AFRICA,KwaZulu-Natal,MaKakatana River,1
3171,SOUTH AFRICA,KwaZulu-Natal,Mbibi,1
3172,SOUTH AFRICA,KwaZulu-Natal,Mdloti,1
3173,SOUTH AFRICA,KwaZulu-Natal,Mission Rocks,1
3174,SOUTH AFRICA,KwaZulu-Natal,Mnini,1
3175,SOUTH AFRICA,KwaZulu-Natal,Mpande,1
3176,SOUTH AFRICA,KwaZulu-Natal,"Native Beach, Durban",1
3177,SOUTH AFRICA,KwaZulu-Natal,"Next to West Street groyne, Durban",1
3178,SOUTH AFRICA,KwaZulu-Natal,"Off Beachbums, Tongaat",1
3179,SOUTH AFRICA,KwaZulu-Natal,Park Rynie,1
3180,SOUTH AFRICA,KwaZulu-Natal,"Peace Cottage, Umdhloti",1
3181,SOUTH AFRICA,KwaZulu-Natal,Port St. John's,1
3182,SOUTH AFRICA,KwaZulu-Natal,Protea Banks,1
3183,SOUTH AFRICA,KwaZulu-Natal,Protea Reef,1
3184,SOUTH AFRICA,KwaZulu-Natal,Ramsgate,1
3185,SOUTH AFRICA,KwaZulu-Natal,Scotburgh,1
3186,SOUTH AFRICA,KwaZulu-Natal,"Selection Reef, Umdhloti",1
3187,SOUTH AFRICA,KwaZulu-Natal,"Shark tank at Oceanographic Research Insitute, Durban",1
3188,SOUTH AFRICA,KwaZulu-Natal,Shark tank at Oceanographic Research Institute,1
3189,SOUTH AFRICA,KwaZulu-Natal,"Shark tank, Oceanographic Research Institute, Durban",1
3190,SOUTH AFRICA,KwaZulu-Natal,Sheffield Beach,1
3191,SOUTH AFRICA,KwaZulu-Natal,South of Durban,1
3192,SOUTH AFRICA,KwaZulu-Natal,"Splash Rock, Port Edward",1
3193,SOUTH AFRICA,KwaZulu-Natal,St. Michaels,1
3194,SOUTH AFRICA,KwaZulu-Natal,"Suncoast Pirates Beach, Durban",1
3195,SOUTH AFRICA,KwaZulu-Natal,T.O. Strand,1
3196,SOUTH AFRICA,KwaZulu-Natal,Tinley Manor,1
3197,SOUTH AFRICA,KwaZulu-Natal,Tugela River,1
3198,SOUTH AFRICA,KwaZulu-Natal,Tugela River Mouth,1
3199,SOUTH AFRICA,KwaZulu-Natal,"Two Mile Reef, Sodwana Bay",1
3200,SOUTH AFRICA,KwaZulu-Natal,Umbogintwini,1
3201,SOUTH AFRICA,KwaZulu-Natal,Umgeni River Mouth,1
3202,SOUTH AFRICA,KwaZulu-Natal,Umhlali,1
3203,SOUTH AFRICA,KwaZulu-Natal,Umhlanga,1
3204,SOUTH AFRICA,KwaZulu-Natal,Umlaas Canal,1
3205,SOUTH AFRICA,KwaZulu-Natal,Umvoti,1
3206,SOUTH AFRICA,KwaZulu-Natal,Umzimkulu,1
3207,SOUTH AFRICA,KwaZulu-Natal,"Vetch’s Pier, Durban",1
3208,SOUTH AFRICA,KwaZulu-Natal,Warner Beach,1
3209,SOUTH AFRICA,KwaZulu-Natal,"Warner Beach, South Coast",1
3210,SOUTH AFRICA,KwaZulu-Natal,Westbrook Beach,1
3211,SOUTH AFRICA,KwaZulu-Natal,Widenham,1
3212,SOUTH AFRICA,KwaZulu-Natal,"uShaka Aquarium, Durban",1
3213,SOUTH AFRICA,KwaZulu-Natal between Port Edward and Port St Johns,Off Mkhambati,1
3214,SOUTH AFRICA,South Atlantic Ocean,Possession Island,1
3215,SOUTH AFRICA,Transvaal,"National Zoological Gardens Aquarium, Pretoria",1
3216,SOUTH AFRICA,Western Cape Province,13 km off Knysna,1
3217,SOUTH AFRICA,Western Cape Province,20 m from shore at Strand,1
3218,SOUTH AFRICA,Western Cape Province,40 km off Cape Point,1
3219,SOUTH AFRICA,Western Cape Province,"5 km from Gordon’s Bay, False Bay",1
3220,SOUTH AFRICA,Western Cape Province,6 km off Groot Brak River,1
3221,SOUTH AFRICA,Western Cape Province,Agulhas Banks,1
3222,SOUTH AFRICA,Western Cape Province,"Beespens, False Bay",1
3223,SOUTH AFRICA,Western Cape Province,Between Dyer Island and Pearly Beach,1
3224,SOUTH AFRICA,Western Cape Province,Blaauwberg,1
3225,SOUTH AFRICA,Western Cape Province,"Bluegums Rock, Partridge Point",1
3226,SOUTH AFRICA,Western Cape Province,"Boggomsbaai, Mossel Bay",1
3227,SOUTH AFRICA,Western Cape Province,"Buffalo Bay, near Knysna",1
3228,SOUTH AFRICA,Western Cape Province,Buffels Bay,1
3229,SOUTH AFRICA,Western Cape Province,Buffels Bay (near Knysna),1
3230,SOUTH AFRICA,Western Cape Province,Buffels Bay near Knysna,1
3231,SOUTH AFRICA,Western Cape Province,"Buffels Bay, False Bay",1
3232,SOUTH AFRICA,Western Cape Province,Cape Town,1
3233,SOUTH AFRICA,Western Cape Province,Caves near Kogel Bay,1
3234,SOUTH AFRICA,Western Cape Province,"Central Beach, Plettenberg Bay",1
3235,SOUTH AFRICA,Western Cape Province,Clovely Beach,1
3236,SOUTH AFRICA,Western Cape Province,Danger Reef,1
3237,SOUTH AFRICA,Western Cape Province,De Mond,1
3238,SOUTH AFRICA,Western Cape Province,Die Platt,1
3239,SOUTH AFRICA,Western Cape Province,Fish Hoek,1
3240,SOUTH AFRICA,Western Cape Province,Frikkies Bay,1
3241,SOUTH AFRICA,Western Cape Province,Glentana,1
3242,SOUTH AFRICA,Western Cape Province,Great Brak River,1
3243,SOUTH AFRICA,Western Cape Province,Groot River,1
3244,SOUTH AFRICA,Western Cape Province,"Hangklip, False Bay",1
3245,SOUTH AFRICA,Western Cape Province,Hawston,1
3246,SOUTH AFRICA,Western Cape Province,Hawston Beach,1
3247,SOUTH AFRICA,Western Cape Province,Holbaai,1
3248,SOUTH AFRICA,Western Cape Province,"Hospital Rock, Dyers Island",1
3249,SOUTH AFRICA,Western Cape Province,Inconnu,1
3250,SOUTH AFRICA,Western Cape Province,"Jacobs Bay Reef, Saldanha Bay",1
3251,SOUTH AFRICA,Western Cape Province,"Jogensfontein, Stilbaai",1
3252,SOUTH AFRICA,Western Cape Province,Kalk Bay,1
3253,SOUTH AFRICA,Western Cape Province,Keurbooms,1
3254,SOUTH AFRICA,Western Cape Province,"Keurbooms Lagoon, Plettenberg Bay",1
3255,SOUTH AFRICA,Western Cape Province,"Keurbooms, Plettenberg Bay",1
3256,SOUTH AFRICA,Western Cape Province,Klein River Lagoon,1
3257,SOUTH AFRICA,Western Cape Province,Kogebaai,1
3258,SOUTH AFRICA,Western Cape Province,Langebaan,1
3259,SOUTH AFRICA,Western Cape Province,"Lappiesbaai Beach, Stilbaai",1
3260,SOUTH AFRICA,Western Cape Province,Little Brak River,1
3261,SOUTH AFRICA,Western Cape Province,"Lookout Beach, Plettenberg Bay",1
3262,SOUTH AFRICA,Western Cape Province,"Lookout Beach, near the Keurbooms river mouth in Plettenberg Bay",1
3263,SOUTH AFRICA,Western Cape Province,"Macassar, False Bay",1
3264,SOUTH AFRICA,Western Cape Province,Melkbaai,1
3265,SOUTH AFRICA,Western Cape Province,"Melkbaai, Strand",1
3266,SOUTH AFRICA,Western Cape Province,"Millers Point, False Bay",1
3267,SOUTH AFRICA,Western Cape Province,Miller’s Point,1
3268,SOUTH AFRICA,Western Cape Province,"Milnerton Lagoon, Cape Town",1
3269,SOUTH AFRICA,Western Cape Province,"Muizenberg, False Bay",1
3270,SOUTH AFRICA,Western Cape Province,"Near the lagoon at Table View, Cape Peninsula",1
3271,SOUTH AFRICA,Western Cape Province,Near the wreck of the Kakapo off Noordhoek Beach,1
3272,SOUTH AFRICA,Western Cape Province,Off Cape Point,1
3273,SOUTH AFRICA,Western Cape Province,Off Macassar Beach,1
3274,SOUTH AFRICA,Western Cape Province,Olifantbos Point,1
3275,SOUTH AFRICA,Western Cape Province,Oudekraal,1
3276,SOUTH AFRICA,Western Cape Province,Platbank,1
3277,SOUTH AFRICA,Western Cape Province,Pringle Bay,1
3278,SOUTH AFRICA,Western Cape Province,"Pringle Bay, 44 miles southeast of Cape Town",1
3279,SOUTH AFRICA,Western Cape Province,Reef on seaward side of Geyser Island,1
3280,SOUTH AFRICA,Western Cape Province,Robberg Beach,1
3281,SOUTH AFRICA,Western Cape Province,Robberg Point,1
3282,SOUTH AFRICA,Western Cape Province,Robbesteen,1
3283,SOUTH AFRICA,Western Cape Province,Ryspunt,1
3284,SOUTH AFRICA,Western Cape Province,SAOU Strand,1
3285,SOUTH AFRICA,Western Cape Province,"Sanctuary Beach, Plettenberg Bay",1
3286,SOUTH AFRICA,Western Cape Province,"Sandstrand, Jongensfontein",1
3287,SOUTH AFRICA,Western Cape Province,Saxon Reef,1
3288,SOUTH AFRICA,Western Cape Province,Scarborough,1
3289,SOUTH AFRICA,Western Cape Province,Sculphoek,1
3290,SOUTH AFRICA,Western Cape Province,Sea Point,1
3291,SOUTH AFRICA,Western Cape Province,Seal Island,1
3292,SOUTH AFRICA,Western Cape Province,"Shark Alley, off Gansbaai",1
3293,SOUTH AFRICA,Western Cape Province,Simon's Bay,1
3294,SOUTH AFRICA,Western Cape Province,Simons Town,1
3295,SOUTH AFRICA,Western Cape Province,Simonstown,1
3296,SOUTH AFRICA,Western Cape Province,Simon’s Bay,1
3297,SOUTH AFRICA,Western Cape Province,"Simon’s Town, False Bay",1
3298,SOUTH AFRICA,Western Cape Province,"Smitswinkel, False Bay",1
3299,SOUTH AFRICA,Western Cape Province,Soetwater,1
3300,SOUTH AFRICA,Western Cape Province,St. Helena Bay,1
3301,SOUTH AFRICA,Western Cape Province,Stil Bay,1
3302,SOUTH AFRICA,Western Cape Province,Stilbaai,1
3303,SOUTH AFRICA,Western Cape Province,Still Bay,1
3304,SOUTH AFRICA,Western Cape Province,Strandfontein Beach,1
3305,SOUTH AFRICA,Western Cape Province,"Sunny Cove, Fish Hoek",1
3306,SOUTH AFRICA,Western Cape Province,"Sunrise Beach, Muizenberg",1
3307,SOUTH AFRICA,Western Cape Province,"Surfers' Corner, Muizenberg, False Bay",1
3308,SOUTH AFRICA,Western Cape Province,Swartklip,1
3309,SOUTH AFRICA,Western Cape Province,"Swartklip, False Bay",1
3310,SOUTH AFRICA,Western Cape Province,Table Bay,1
3311,SOUTH AFRICA,Western Cape Province,"The Steps, Wilderness",1
3312,SOUTH AFRICA,Western Cape Province,The Strand,1
3313,SOUTH AFRICA,Western Cape Province,Three Anchor Bay,1
3314,SOUTH AFRICA,Western Cape Province,Uilenkraalsmond (near Gansbaai),1
3315,SOUTH AFRICA,Western Cape Province,Velddrif,1
3316,SOUTH AFRICA,Western Cape Province,Whittle Rock False Bay,1
3317,SOUTH AFRICA,Western Cape Province,Windmill Beach,1
3318,SOUTH AFRICA,Western Cape Province,"Woodstock Beach, Cape Town",1
3319,SOUTH AFRICA,Western Province,Fish Hoek,1
3320,SOUTH ATLANTIC OCEAN,In Convoy OB 274,Off Sierra Leone,1
3321,SOUTH ATLANTIC OCEAN,Inconnu,750 miles off the African coast,1
3322,SOUTH ATLANTIC OCEAN,"North of Pernambuco, Brazil",Inconnu,1
3323,SOUTH ATLANTIC OCEAN,Off coast of West Africa,Off the passenger liner Stirling Castle,1
3324,SOUTH ATLANTIC OCEAN,Off the coast of South America,Inconnu,1
3325,SOUTH ATLANTIC OCEAN,South of the Equator,Steamship bound from Cape Town to Philadelphia,1
3326,SOUTH CHINA SEA,Inconnu,Inconnu,1
3327,SOUTH KOREA,Chungnam,Wae-yeon Island,1
3328,SOUTH KOREA,Inconnu,Jangkodo Island,1
3329,SOUTH KOREA,Jeju Province,Jeju Island,1
3330,SOUTH KOREA,South Ch'ungch'ong Province,Dando/Kaeui Island,1
3331,SOUTH KOREA,South Chungcheong Province,"36º17'N,  126º31'E",1
3332,SOUTHWEST PACIFIC OCEAN,Inconnu,Inconnu,1
3333,SOUTHWEST PACIFIC OCEAN,Inconnu,Southwestern Pacific Base,1
3334,SPAIN,Alicante,Benidorm,1
3335,SPAIN,Alicante,"Poniente Beach, Benidorm",1
3336,SPAIN,Alicante,San Juan Beach,1
3337,SPAIN,Alicante Province,Arenales del Sol,1
3338,SPAIN,Andalucia,"Puente Mayorga, San Roque, Cádiz",1
3339,SPAIN,Balearics,Isla Cabrera,1
3340,SPAIN,Canary Islands,"El Escabonal, Tenerife",1
3341,SPAIN,Canary Islands,"Famara Beach, Lanzarote",1
3342,SPAIN,Canary Islands,Gran Canaria,1
3343,SPAIN,Canary Islands,"Icod de los Vinos, Tenerife",1
3344,SPAIN,Canary Islands,"Las Teresitas, Tenerife",1
3345,SPAIN,Canary Islands,"San Juan de la Rambla, Tenerife",1
3346,SPAIN,Canary Islands,"Tazacorte, La Palma",1
3347,SPAIN,Canary Islands,"Teresita, Santa Cruz, Tenerife",1
3348,SPAIN,Castellón,Grao de Moncofa,1
3349,SPAIN,Catalonia,Aigua Blava,1
3350,SPAIN,Catalonia,Lloret-de-Mar,1
3351,SPAIN,Catalonia,Salou,1
3352,SPAIN,Catalonia,"Sant Marti d’Empuries Beach, L’Escala",1
3353,SPAIN,Catalunya,Sant Salvador,1
3354,SPAIN,Costa Blanca,"Playa de las Arenas, Valencia",1
3355,SPAIN,Cádiz,Tarifa,1
3356,SPAIN,Eastern Catalona,Badalona,1
3357,SPAIN,Galica,Sisargas Islands,1
3358,SPAIN,Galicia,Cape Finisterre,1
3359,SPAIN,Gran Canaria,Las Palmas,1
3360,SPAIN,Granada,Off Motril,1
3361,SPAIN,Grand Canary Island,"Arinaga Beach, Aguimes, Gran Canaria",1
3362,SPAIN,Grand Canary Island,"Sardina del Norte, Gáldar",1
3363,SPAIN,Ibiza Island,Playa d’en Bossa,1
3364,SPAIN,Inconnu,A Spanish port,1
3365,SPAIN,Inconnu,Cadiz,1
3366,SPAIN,Inconnu,Guadalquivir River,1
3367,SPAIN,Inconnu,Inconnu,1
3368,SPAIN,Majorca,"Estanys Beach, Colonia de Sant",1
3369,SPAIN,Malaga,Fuengirola,1
3370,SPAIN,Malaga,San Andres Beach,1
3371,SPAIN,Málaga,Ceuta,1
3372,SPAIN,Sants-Montjic,"Casa Antunez Beach, Barcelona",1
3373,SPAIN,Valencia,Castellon de la Plana,1
3374,SPAIN,Valencia,Nasareth Beach,1
3375,SPAIN,Valencia,Rabdells Beach,1
3376,SPAIN,Valencia,Valencia,1
3377,SRI LANKA,Eastern  Province,"Manayaweli Cove, Trincomalee",1
3378,SRI LANKA,Eastern  Province,Pigeon Island,1
3379,SRI LANKA,Eastern Province,Heda Oya Estuary,1
3380,SRI LANKA,Eastern Province,Pasikudha,1
3381,SRI LANKA,Eastern Province,Trincomalee,1
3382,SRI LANKA,Inconnu,Colombo Harbor,1
3383,SRI LANKA,Inconnu,Gulf of Mannar,1
3384,SRI LANKA,Southern Province,Dodnduwa,1
3385,SRI LANKA,Western Province,Colombo,1
3386,ST KITTS / NEVIS,The Narrows,Booby Island,1
3387,ST MARTIN,Inconnu,Orient Beach,1
3388,ST. MAARTIN,Simpson Bay,Sunterra Beach,1
3389,ST. MARTIN,Inconnu,20 miles from shore,1
3390,SUDAN,Red Sea,Inconnu,1
3391,SUDAN,Red Sea State,"Suakin Harbor, Suakin Island",1
3392,SUDAN?,Red Sea,Southern part,1
3393,SWEDEN,Skagerrak arm of the North Sea,Bohuslän,1
3394,SYRIA,Inconnu,Inconnu,1
3395,TAIWAN,Inconnu,50 miles off Kaohsiung,1
3396,TAIWAN,Inconnu,Ye Leow,1
3397,TAIWAN,Northern Taiwan,"Tamsui Beach, Taipai",1
